date,department,total_beds,occupied_beds,occupancy_rate,admissions,discharges,avg_los,cost_per_day,alert,year_month
2024-01-03,Peds,25,17,66.9,4,4,1.7,2008,OK,2024-01
2024-01-04,ICU,20,20,100.0,3,2,6.1,3976,CRITICAL,2024-01
2024-01-04,ER,40,38,94.9,6,4,0.6,977,WARNING,2024-01
2024-01-04,Med-Surg,80,70,88.0,10,12,4.4,1677,OK,2024-01
2024-01-04,Surgery,30,26,85.8,5,4,3.3,2417,OK,2024-01
2024-01-04,Peds,25,18,70.8,3,4,2.1,1801,OK,2024-01
2024-01-05,ICU,20,20,100.0,3,2,5.3,4204,CRITICAL,2024-01
2024-01-05,ER,40,40,99.9,6,5,0.4,1035,CRITICAL,2024-01
2024-01-05,Med-Surg,80,71,88.4,12,8,3.7,1557,OK,2024-01
2024-01-05,Surgery,30,25,84.7,4,4,3.2,2440,OK,2024-01
2024-01-05,Peds,25,17,68.5,4,3,3.6,1765,OK,2024-01
2024-01-06,ICU,20,18,90.9,3,2,5.5,4244,WARNING,2024-01
2024-01-06,ER,40,35,86.8,4,4,1.9,750,OK,2024-01
2024-01-06,Med-Surg,80,61,76.3,12,10,3.7,1613,OK,2024-01
2024-01-06,Surgery,30,22,74.3,4,2,4.7,2413,OK,2024-01
2024-01-06,Peds,25,16,64.5,4,2,3.4,1970,OK,2024-01
2024-01-07,ICU,20,18,87.9,2,2,6.0,4139,OK,2024-01
2024-01-07,ER,40,36,91.1,5,4,0.9,840,WARNING,2024-01
2024-01-07,Med-Surg,80,60,74.8,10,9,4.1,1978,OK,2024-01
2024-01-07,Surgery,30,21,71.4,4,3,4.0,2891,OK,2024-01
2024-01-07,Peds,25,15,59.9,3,2,3.0,1887,OK,2024-01
2024-01-08,ICU,20,20,100.0,3,3,5.3,4399,CRITICAL,2024-01
2024-01-08,ER,40,40,100.0,6,5,0.6,1006,CRITICAL,2024-01
2024-01-08,Med-Surg,80,78,97.3,9,12,4.1,1774,CRITICAL,2024-01
2024-01-08,Surgery,30,24,79.0,4,3,3.6,2280,OK,2024-01
2024-01-08,Peds,25,17,69.2,3,3,2.1,1811,OK,2024-01
2024-01-09,ICU,20,20,100.0,2,3,6.3,4321,CRITICAL,2024-01
2024-01-09,ER,40,40,100.0,5,5,0.9,902,CRITICAL,2024-01
2024-01-09,Med-Surg,80,73,91.5,13,10,4.1,1804,WARNING,2024-01
2024-01-09,Surgery,30,24,80.5,4,5,4.0,2506,OK,2024-01
2024-01-09,Peds,25,17,69.8,4,4,3.2,2034,OK,2024-01
2024-01-10,ICU,20,20,100.0,3,2,6.3,3768,CRITICAL,2024-01
2024-01-10,ER,40,40,100.0,6,6,0.3,862,CRITICAL,2024-01
2024-01-10,Med-Surg,80,77,95.9,13,10,4.2,2022,CRITICAL,2024-01
2024-01-10,Surgery,30,24,79.1,4,5,4.3,2574,OK,2024-01
2024-01-10,Peds,25,17,67.0,3,3,3.1,1938,OK,2024-01
2024-01-11,ICU,20,20,100.0,2,3,6.0,4231,CRITICAL,2024-01
2024-01-11,ER,40,40,100.0,5,4,0.0,655,CRITICAL,2024-01
2024-01-11,Med-Surg,80,74,93.0,10,13,4.6,1962,WARNING,2024-01
2024-01-11,Surgery,30,25,82.5,5,4,3.8,2534,OK,2024-01
2024-01-11,Peds,25,18,71.6,4,3,2.6,2228,OK,2024-01
2024-01-12,ICU,20,20,100.0,3,2,6.1,4325,CRITICAL,2024-01
2024-01-12,ER,40,40,100.0,5,5,0.3,1071,CRITICAL,2024-01
2024-01-12,Med-Surg,80,74,91.9,10,11,3.9,1555,WARNING,2024-01
2024-01-12,Surgery,30,24,80.6,5,4,3.9,2450,OK,2024-01
2024-01-12,Peds,25,18,70.8,4,3,3.0,2274,OK,2024-01
2024-01-13,ICU,20,19,93.2,2,2,5.2,4605,WARNING,2024-01
2024-01-13,ER,40,36,90.3,4,4,0.2,1109,WARNING,2024-01
2024-01-13,Med-Surg,80,62,77.5,10,9,4.5,1779,OK,2024-01
2024-01-13,Surgery,30,21,69.0,4,3,3.8,2787,OK,2024-01
2024-01-13,Peds,25,15,58.5,3,3,2.7,2248,OK,2024-01
2024-01-14,ICU,20,19,92.6,3,2,6.3,4356,WARNING,2024-01
2024-01-14,ER,40,34,86.1,5,4,1.0,760,OK,2024-01
2024-01-14,Med-Surg,80,66,81.9,10,9,4.2,1907,OK,2024-01
2024-01-14,Surgery,30,21,70.1,4,2,3.5,2481,OK,2024-01
2024-01-14,Peds,25,16,62.5,4,2,2.6,1675,OK,2024-01
2024-01-15,ICU,20,20,100.0,3,3,6.3,4409,CRITICAL,2024-01
2024-01-15,ER,40,40,100.0,5,4,0.6,502,CRITICAL,2024-01
2024-01-15,Med-Surg,80,76,95.6,11,12,3.9,1854,CRITICAL,2024-01
2024-01-15,Surgery,30,25,83.3,4,4,4.0,2315,OK,2024-01
2024-01-15,Peds,25,17,67.6,4,4,2.9,2433,OK,2024-01
2024-01-16,ICU,20,20,100.0,3,3,5.7,4570,CRITICAL,2024-01
2024-01-16,ER,40,40,100.0,5,6,0.3,966,CRITICAL,2024-01
2024-01-16,Med-Surg,80,68,85.4,9,12,4.0,1842,OK,2024-01
2024-01-16,Surgery,30,24,79.5,5,4,3.7,2419,OK,2024-01
2024-01-16,Peds,25,18,72.3,4,4,4.0,1916,OK,2024-01
2024-01-17,ICU,20,20,100.0,2,3,6.3,4170,CRITICAL,2024-01
2024-01-17,ER,40,40,100.0,7,4,0.2,964,CRITICAL,2024-01
2024-01-17,Med-Surg,80,73,90.7,10,12,3.5,1740,WARNING,2024-01
2024-01-17,Surgery,30,25,83.6,4,4,3.5,2782,OK,2024-01
2024-01-17,Peds,25,17,69.9,4,4,2.6,1689,OK,2024-01
2024-01-18,ICU,20,20,100.0,3,3,6.1,4114,CRITICAL,2024-01
2024-01-18,ER,40,40,100.0,4,6,0.2,733,CRITICAL,2024-01
2024-01-18,Med-Surg,80,73,91.1,10,11,4.8,1894,WARNING,2024-01
2024-01-18,Surgery,30,25,83.1,4,4,4.9,2424,OK,2024-01
2024-01-18,Peds,25,17,69.4,3,3,1.5,2181,OK,2024-01
2024-01-19,ICU,20,20,100.0,2,3,5.7,4132,CRITICAL,2024-01
2024-01-19,ER,40,40,100.0,4,4,0.6,1030,CRITICAL,2024-01
2024-01-19,Med-Surg,80,70,87.7,12,11,3.1,1960,OK,2024-01
2024-01-19,Surgery,30,25,85.0,4,5,4.4,2521,OK,2024-01
2024-01-19,Peds,25,17,69.2,3,3,3.2,2035,OK,2024-01
2024-01-20,ICU,20,17,87.0,3,2,6.0,4371,OK,2024-01
2024-01-20,ER,40,37,92.1,3,5,0.2,900,WARNING,2024-01
2024-01-20,Med-Surg,80,65,81.3,11,8,3.2,1710,OK,2024-01
2024-01-20,Surgery,30,22,73.8,4,3,4.3,2370,OK,2024-01
2024-01-20,Peds,25,16,62.4,3,3,3.3,1855,OK,2024-01
2024-01-21,ICU,20,18,91.2,2,3,5.8,4608,WARNING,2024-01
2024-01-21,ER,40,37,93.3,5,4,0.2,786,WARNING,2024-01
2024-01-21,Med-Surg,80,62,77.5,10,11,3.8,1752,OK,2024-01
2024-01-21,Surgery,30,21,69.1,4,3,3.8,2457,OK,2024-01
2024-01-21,Peds,25,15,61.2,3,3,3.1,2143,OK,2024-01
2024-01-22,ICU,20,20,100.0,3,3,7.0,4284,CRITICAL,2024-01
2024-01-22,ER,40,40,100.0,6,4,1.2,827,CRITICAL,2024-01
2024-01-22,Med-Surg,80,73,91.9,12,10,4.2,1682,WARNING,2024-01
2024-01-22,Surgery,30,26,86.0,4,4,3.3,2554,OK,2024-01
2024-01-22,Peds,25,18,70.5,4,3,2.1,2225,OK,2024-01
2024-01-23,ICU,20,20,100.0,2,3,6.3,4199,CRITICAL,2024-01
2024-01-23,ER,40,40,98.9,4,6,0.1,644,CRITICAL,2024-01
2024-01-23,Med-Surg,80,76,94.7,8,8,4.1,1859,WARNING,2024-01
2024-01-23,Surgery,30,25,84.0,4,5,3.7,2454,OK,2024-01
2024-01-23,Peds,25,17,68.5,4,3,3.5,1802,OK,2024-01
2024-01-24,ICU,20,20,100.0,3,3,6.2,4308,CRITICAL,2024-01
2024-01-24,ER,40,39,97.6,7,6,0.2,585,CRITICAL,2024-01
2024-01-24,Med-Surg,80,71,89.1,12,8,3.9,1891,OK,2024-01
2024-01-24,Surgery,30,25,82.6,4,3,4.1,2377,OK,2024-01
2024-01-24,Peds,25,17,69.5,4,3,2.9,1950,OK,2024-01
2024-01-25,ICU,20,20,100.0,3,2,6.0,4278,CRITICAL,2024-01
2024-01-25,ER,40,38,96.2,6,6,0.1,1072,CRITICAL,2024-01
2024-01-25,Med-Surg,80,73,91.6,12,9,4.6,1881,WARNING,2024-01
2024-01-25,Surgery,30,24,80.8,3,3,3.9,2614,OK,2024-01
2024-01-25,Peds,25,18,71.5,3,3,2.6,2330,OK,2024-01
2024-01-26,ICU,20,20,100.0,3,2,6.4,4108,CRITICAL,2024-01
2024-01-26,ER,40,40,100.0,6,5,0.4,690,CRITICAL,2024-01
2024-01-26,Med-Surg,80,70,88.1,10,10,4.3,1830,OK,2024-01
2024-01-26,Surgery,30,25,82.1,5,4,4.2,2145,OK,2024-01
2024-01-26,Peds,25,15,61.9,4,2,2.8,2040,OK,2024-01
2024-01-27,ICU,20,20,97.5,3,2,6.6,4274,CRITICAL,2024-01
2024-01-27,ER,40,35,86.8,6,4,0.7,490,OK,2024-01
2024-01-27,Med-Surg,80,65,81.5,10,11,3.3,1680,OK,2024-01
2024-01-27,Surgery,30,22,74.7,4,3,3.3,2382,OK,2024-01
2024-01-27,Peds,25,16,64.0,3,3,2.8,1863,OK,2024-01
2024-01-28,ICU,20,19,95.7,3,3,5.7,4365,CRITICAL,2024-01
2024-01-28,ER,40,34,84.6,5,5,0.5,759,OK,2024-01
2024-01-28,Med-Surg,80,64,79.6,9,9,4.7,1773,OK,2024-01
2024-01-28,Surgery,30,22,73.3,4,3,3.3,2722,OK,2024-01
2024-01-28,Peds,25,16,62.3,3,2,2.7,2065,OK,2024-01
2024-01-29,ICU,20,20,100.0,2,2,6.5,4069,CRITICAL,2024-01
2024-01-29,ER,40,39,97.0,5,5,0.3,1233,CRITICAL,2024-01
2024-01-29,Med-Surg,80,76,94.9,13,12,3.6,1556,WARNING,2024-01
2024-01-29,Surgery,30,24,80.1,5,3,3.2,2414,OK,2024-01
2024-01-29,Peds,25,17,69.6,4,3,2.5,2237,OK,2024-01
2024-01-30,ICU,20,20,100.0,3,3,5.9,4086,CRITICAL,2024-01
2024-01-30,ER,40,40,100.0,5,5,0.8,1211,CRITICAL,2024-01
2024-01-30,Med-Surg,80,75,93.7,12,11,3.6,1823,WARNING,2024-01
2024-01-30,Surgery,30,25,82.7,4,4,4.0,2438,OK,2024-01
2024-01-30,Peds,25,18,70.3,3,3,3.6,2164,OK,2024-01
2024-01-31,ICU,20,20,100.0,4,2,5.6,4543,CRITICAL,2024-01
2024-01-31,ER,40,40,100.0,5,4,0.7,909,CRITICAL,2024-01
2024-01-31,Med-Surg,80,71,89.0,11,10,4.2,1576,OK,2024-01
2024-01-31,Surgery,30,26,85.9,5,4,3.7,2473,OK,2024-01
2024-01-31,Peds,25,17,68.5,3,3,3.7,2289,OK,2024-01
2024-02-01,ICU,20,20,100.0,3,2,6.2,4394,CRITICAL,2024-02
2024-02-01,ER,40,39,96.3,6,7,1.0,1083,CRITICAL,2024-02
2024-02-01,Med-Surg,80,74,92.6,13,9,4.5,1931,WARNING,2024-02
2024-02-01,Surgery,30,25,83.5,5,3,3.7,2519,OK,2024-02
2024-02-01,Peds,25,17,68.0,4,2,3.4,2109,OK,2024-02
2024-02-02,ICU,20,20,100.0,2,2,6.5,4310,CRITICAL,2024-02
2024-02-02,ER,40,39,97.9,5,6,0.1,812,CRITICAL,2024-02
2024-02-02,Med-Surg,80,74,92.3,12,11,3.5,1418,WARNING,2024-02
2024-02-02,Surgery,30,24,81.4,5,5,4.7,2461,OK,2024-02
2024-02-02,Peds,25,17,66.4,2,3,2.8,2360,OK,2024-02
2024-02-03,ICU,20,19,95.5,3,2,5.7,4251,CRITICAL,2024-02
2024-02-03,ER,40,36,89.9,5,4,0.8,885,OK,2024-02
2024-02-03,Med-Surg,80,63,78.4,9,10,4.0,2118,OK,2024-02
2024-02-03,Surgery,30,22,74.0,3,3,3.8,2354,OK,2024-02
2024-02-03,Peds,25,15,60.0,3,3,3.2,2403,OK,2024-02
2024-02-04,ICU,20,18,91.6,3,2,5.7,3848,WARNING,2024-02
2024-02-04,ER,40,35,86.9,4,5,0.6,561,OK,2024-02
2024-02-04,Med-Surg,80,64,80.0,9,7,3.6,1646,OK,2024-02
2024-02-04,Surgery,30,23,76.0,4,4,3.1,2739,OK,2024-02
2024-02-04,Peds,25,16,64.1,2,2,3.1,2229,OK,2024-02
2024-02-05,ICU,20,20,100.0,3,2,6.3,4439,CRITICAL,2024-02
2024-02-05,ER,40,39,97.7,6,4,0.1,964,CRITICAL,2024-02
2024-02-05,Med-Surg,80,76,94.5,12,8,3.9,1965,WARNING,2024-02
2024-02-05,Surgery,30,25,82.9,3,4,3.4,2859,OK,2024-02
2024-02-05,Peds,25,18,73.4,4,4,2.9,2253,OK,2024-02
2024-02-06,ICU,20,20,100.0,3,2,5.3,4183,CRITICAL,2024-02
2024-02-06,ER,40,40,100.0,6,5,0.2,405,CRITICAL,2024-02
2024-02-06,Med-Surg,80,73,90.6,11,10,4.4,2197,WARNING,2024-02
2024-02-06,Surgery,30,25,83.1,4,4,3.9,2334,OK,2024-02
2024-02-06,Peds,25,18,70.4,4,3,3.1,2187,OK,2024-02
2024-02-07,ICU,20,20,100.0,3,2,5.7,3979,CRITICAL,2024-02
2024-02-07,ER,40,40,100.0,5,4,0.7,512,CRITICAL,2024-02
2024-02-07,Med-Surg,80,74,92.4,11,11,5.0,1527,WARNING,2024-02
2024-02-07,Surgery,30,25,82.7,4,4,3.9,2429,OK,2024-02
2024-02-07,Peds,25,17,69.2,3,4,3.1,2284,OK,2024-02
2024-02-08,ICU,20,20,100.0,2,2,6.4,3992,CRITICAL,2024-02
2024-02-08,ER,40,40,100.0,4,5,1.3,920,CRITICAL,2024-02
2024-02-08,Med-Surg,80,74,92.5,9,8,4.5,2101,WARNING,2024-02
2024-02-08,Surgery,30,25,81.7,3,2,3.3,2477,OK,2024-02
2024-02-08,Peds,25,18,73.5,4,3,2.7,1983,OK,2024-02
2024-02-09,ICU,20,20,100.0,3,2,5.9,4028,CRITICAL,2024-02
2024-02-09,ER,40,39,98.4,6,5,0.5,1063,CRITICAL,2024-02
2024-02-09,Med-Surg,80,72,90.1,14,9,4.1,1744,WARNING,2024-02
2024-02-09,Surgery,30,25,83.1,4,4,3.4,2275,OK,2024-02
2024-02-09,Peds,25,19,75.4,3,3,2.1,2044,OK,2024-02
2024-02-10,ICU,20,19,92.7,3,1,6.3,3970,WARNING,2024-02
2024-02-10,ER,40,36,88.9,4,4,0.4,590,OK,2024-02
2024-02-10,Med-Surg,80,64,79.8,8,6,4.6,1541,OK,2024-02
2024-02-10,Surgery,30,22,72.5,4,3,3.4,2545,OK,2024-02
2024-02-10,Peds,25,16,63.8,3,3,2.0,2021,OK,2024-02
2024-02-11,ICU,20,19,93.2,2,2,5.5,4215,WARNING,2024-02
2024-02-11,ER,40,36,90.8,4,4,0.8,1042,WARNING,2024-02
2024-02-11,Med-Surg,80,62,77.3,9,9,4.0,1305,OK,2024-02
2024-02-11,Surgery,30,22,74.0,4,3,3.3,2397,OK,2024-02
2024-02-11,Peds,25,16,65.0,3,3,3.1,1968,OK,2024-02
2024-02-12,ICU,20,20,100.0,3,3,7.0,4424,CRITICAL,2024-02
2024-02-12,ER,40,38,95.8,6,6,0.8,674,CRITICAL,2024-02
2024-02-12,Med-Surg,80,80,100.0,9,8,4.2,2223,CRITICAL,2024-02
2024-02-12,Surgery,30,24,80.7,4,4,3.8,2433,OK,2024-02
2024-02-12,Peds,25,18,71.3,4,4,3.5,2161,OK,2024-02
2024-02-13,ICU,20,20,100.0,3,3,6.2,4200,CRITICAL,2024-02
2024-02-13,ER,40,40,100.0,7,4,0.5,662,CRITICAL,2024-02
2024-02-13,Med-Surg,80,73,91.1,12,11,4.0,1417,WARNING,2024-02
2024-02-13,Surgery,30,24,80.4,5,2,4.4,2604,OK,2024-02
2024-02-13,Peds,25,18,72.9,3,2,3.1,2355,OK,2024-02
2024-02-14,ICU,20,20,100.0,2,3,5.9,4036,CRITICAL,2024-02
2024-02-14,ER,40,40,100.0,5,4,0.1,502,CRITICAL,2024-02
2024-02-14,Med-Surg,80,74,92.4,13,10,3.3,1968,WARNING,2024-02
2024-02-14,Surgery,30,26,87.0,4,4,4.1,2824,OK,2024-02
2024-02-14,Peds,25,17,69.1,3,3,3.3,2101,OK,2024-02
2024-02-15,ICU,20,20,100.0,3,3,5.8,4210,CRITICAL,2024-02
2024-02-15,ER,40,38,96.0,6,5,0.3,793,CRITICAL,2024-02
2024-02-15,Med-Surg,80,74,92.1,13,11,4.0,1953,WARNING,2024-02
2024-02-15,Surgery,30,25,83.8,4,4,3.7,2601,OK,2024-02
2024-02-15,Peds,25,17,69.4,3,4,3.4,1948,OK,2024-02
2024-02-16,ICU,20,20,100.0,3,3,6.3,4438,CRITICAL,2024-02
2024-02-16,ER,40,40,100.0,5,6,0.6,824,CRITICAL,2024-02
2024-02-16,Med-Surg,80,74,92.9,11,10,3.8,1650,WARNING,2024-02
2024-02-16,Surgery,30,24,80.3,3,3,3.7,2521,OK,2024-02
2024-02-16,Peds,25,17,69.6,2,4,3.4,2189,OK,2024-02
2024-02-17,ICU,20,20,98.4,2,3,5.7,4248,CRITICAL,2024-02
2024-02-17,ER,40,34,84.7,5,5,0.4,943,OK,2024-02
2024-02-17,Med-Surg,80,65,81.2,9,8,4.5,1669,OK,2024-02
2024-02-17,Surgery,30,22,74.9,4,3,4.4,2912,OK,2024-02
2024-02-17,Peds,25,16,62.2,3,3,2.8,2136,OK,2024-02
2024-02-18,ICU,20,18,89.4,2,2,6.5,4413,OK,2024-02
2024-02-18,ER,40,34,86.0,4,6,0.4,840,OK,2024-02
2024-02-18,Med-Surg,80,65,80.8,9,11,3.8,1575,OK,2024-02
2024-02-18,Surgery,30,22,71.9,3,3,3.3,2623,OK,2024-02
2024-02-18,Peds,25,15,60.5,3,3,3.3,2057,OK,2024-02
2024-02-19,ICU,20,20,100.0,2,2,5.8,4339,CRITICAL,2024-02
2024-02-19,ER,40,40,100.0,6,4,0.3,824,CRITICAL,2024-02
2024-02-19,Med-Surg,80,74,92.2,10,10,3.5,1611,WARNING,2024-02
2024-02-19,Surgery,30,25,84.4,4,4,3.1,2853,OK,2024-02
2024-02-19,Peds,25,17,68.5,3,3,2.6,2129,OK,2024-02
2024-02-20,ICU,20,20,100.0,3,3,6.1,4171,CRITICAL,2024-02
2024-02-20,ER,40,40,100.0,6,4,0.5,733,CRITICAL,2024-02
2024-02-20,Med-Surg,80,73,91.6,9,9,5.0,1916,WARNING,2024-02
2024-02-20,Surgery,30,23,76.6,5,4,3.6,2643,OK,2024-02
2024-02-20,Peds,25,17,68.3,3,4,2.8,1726,OK,2024-02
2024-02-21,ICU,20,20,100.0,3,3,6.2,4116,CRITICAL,2024-02
2024-02-21,ER,40,40,100.0,6,4,1.1,839,CRITICAL,2024-02
2024-02-21,Med-Surg,80,74,92.0,11,8,3.8,1801,WARNING,2024-02
2024-02-21,Surgery,30,25,82.3,5,4,4.2,2502,OK,2024-02
2024-02-21,Peds,25,18,72.4,4,3,2.9,1909,OK,2024-02
2024-02-22,ICU,20,20,100.0,3,2,6.8,3950,CRITICAL,2024-02
2024-02-22,ER,40,40,98.8,6,5,0.5,850,CRITICAL,2024-02
2024-02-22,Med-Surg,80,74,92.5,9,10,4.9,1668,WARNING,2024-02
2024-02-22,Surgery,30,25,82.0,4,4,3.5,2597,OK,2024-02
2024-02-22,Peds,25,18,70.6,4,3,2.7,2055,OK,2024-02
2024-02-23,ICU,20,20,100.0,2,3,6.8,4002,CRITICAL,2024-02
2024-02-23,ER,40,39,98.6,5,7,0.3,1136,CRITICAL,2024-02
2024-02-23,Med-Surg,80,71,88.5,9,9,3.7,1746,OK,2024-02
2024-02-23,Surgery,30,24,81.0,4,4,4.4,2690,OK,2024-02
2024-02-23,Peds,25,18,71.3,3,3,2.4,2173,OK,2024-02
2024-02-24,ICU,20,18,89.8,2,3,7.2,4279,OK,2024-02
2024-02-24,ER,40,36,91.0,5,4,0.8,914,WARNING,2024-02
2024-02-24,Med-Surg,80,65,81.1,9,10,3.6,1645,OK,2024-02
2024-02-24,Surgery,30,21,70.7,4,3,3.5,2359,OK,2024-02
2024-02-24,Peds,25,15,61.2,2,3,3.5,2127,OK,2024-02
2024-02-25,ICU,20,19,97.4,3,2,6.2,4205,CRITICAL,2024-02
2024-02-25,ER,40,36,90.1,5,3,0.7,574,WARNING,2024-02
2024-02-25,Med-Surg,80,63,78.6,10,9,3.4,1833,OK,2024-02
2024-02-25,Surgery,30,22,75.0,3,4,3.0,2923,OK,2024-02
2024-02-25,Peds,25,15,61.0,3,2,2.9,2146,OK,2024-02
2024-02-26,ICU,20,20,100.0,3,2,6.8,4206,CRITICAL,2024-02
2024-02-26,ER,40,40,100.0,5,5,0.9,475,CRITICAL,2024-02
2024-02-26,Med-Surg,80,71,88.7,13,8,3.2,2174,OK,2024-02
2024-02-26,Surgery,30,24,79.3,4,4,2.4,2447,OK,2024-02
2024-02-26,Peds,25,18,71.1,4,4,2.7,2243,OK,2024-02
2024-02-27,ICU,20,20,100.0,2,2,5.5,4402,CRITICAL,2024-02
2024-02-27,ER,40,38,95.5,6,5,0.4,1073,CRITICAL,2024-02
2024-02-27,Med-Surg,80,73,90.8,12,10,4.0,2260,WARNING,2024-02
2024-02-27,Surgery,30,24,79.2,5,4,3.6,2826,OK,2024-02
2024-02-27,Peds,25,17,66.3,3,3,3.1,1877,OK,2024-02
2024-02-28,ICU,20,20,100.0,3,2,6.4,4146,CRITICAL,2024-02
2024-02-28,ER,40,39,96.8,8,5,0.6,632,CRITICAL,2024-02
2024-02-28,Med-Surg,80,71,88.5,12,11,4.3,1726,OK,2024-02
2024-02-28,Surgery,30,25,82.1,4,4,4.2,2567,OK,2024-02
2024-02-28,Peds,25,18,71.2,4,4,3.0,2172,OK,2024-02
2024-02-29,ICU,20,20,100.0,2,2,5.6,4237,CRITICAL,2024-02
2024-02-29,ER,40,38,94.5,6,5,1.1,666,WARNING,2024-02
2024-02-29,Med-Surg,80,73,91.4,13,12,3.8,1836,WARNING,2024-02
2024-02-29,Surgery,30,25,83.5,4,4,4.4,2122,OK,2024-02
2024-02-29,Peds,25,17,69.3,4,3,3.6,2340,OK,2024-02
2024-03-01,ICU,20,18,91.2,3,2,6.7,4562,WARNING,2024-03
2024-03-01,ER,40,36,90.2,5,4,0.3,862,WARNING,2024-03
2024-03-01,Med-Surg,80,62,77.3,8,7,3.9,1794,OK,2024-03
2024-03-01,Surgery,30,22,72.6,3,4,3.7,2342,OK,2024-03
2024-03-01,Peds,25,15,61.4,4,3,2.7,1795,OK,2024-03
2024-03-02,ICU,20,16,80.4,2,2,5.4,4030,OK,2024-03
2024-03-02,ER,40,32,79.9,5,3,0.8,564,OK,2024-03
2024-03-02,Med-Surg,80,59,73.4,9,9,3.2,1936,OK,2024-03
2024-03-02,Surgery,30,19,63.3,4,3,3.8,2380,OK,2024-03
2024-03-02,Peds,25,14,54.9,3,2,2.4,1805,OK,2024-03
2024-03-03,ICU,20,16,79.7,2,2,5.9,4361,OK,2024-03
2024-03-03,ER,40,30,74.6,4,4,0.9,485,OK,2024-03
2024-03-03,Med-Surg,80,55,68.6,6,7,4.7,1699,OK,2024-03
2024-03-03,Surgery,30,19,62.4,4,3,3.8,2637,OK,2024-03
2024-03-03,Peds,25,13,51.9,3,3,3.2,1683,OK,2024-03
2024-03-04,ICU,20,18,90.5,3,2,6.8,4318,WARNING,2024-03
2024-03-04,ER,40,34,85.2,5,4,0.4,689,OK,2024-03
2024-03-04,Med-Surg,80,66,82.8,13,7,3.1,1751,OK,2024-03
2024-03-04,Surgery,30,21,68.7,4,4,4.5,2540,OK,2024-03
2024-03-04,Peds,25,15,60.6,2,3,2.9,2228,OK,2024-03
2024-03-05,ICU,20,18,90.0,2,2,5.1,3978,WARNING,2024-03
2024-03-05,ER,40,33,82.9,5,4,0.2,603,OK,2024-03
2024-03-05,Med-Surg,80,58,72.2,12,7,3.9,1509,OK,2024-03
2024-03-05,Surgery,30,22,74.1,4,3,3.6,2836,OK,2024-03
2024-03-05,Peds,25,15,60.9,3,2,2.0,2068,OK,2024-03
2024-03-06,ICU,20,19,92.9,3,1,5.6,4084,WARNING,2024-03
2024-03-06,ER,40,35,87.0,5,4,0.7,619,OK,2024-03
2024-03-06,Med-Surg,80,66,82.2,10,8,4.9,2111,OK,2024-03
2024-03-06,Surgery,30,22,74.0,2,4,4.2,2901,OK,2024-03
2024-03-06,Peds,25,16,63.3,4,3,3.6,2499,OK,2024-03
2024-03-07,ICU,20,19,92.6,2,2,6.4,4215,WARNING,2024-03
2024-03-07,ER,40,33,83.7,4,4,0.9,1116,OK,2024-03
2024-03-07,Med-Surg,80,66,82.2,11,9,3.2,1709,OK,2024-03
2024-03-07,Surgery,30,21,71.4,3,3,4.0,2671,OK,2024-03
2024-03-07,Peds,25,15,60.5,2,3,2.9,2345,OK,2024-03
2024-03-08,ICU,20,18,90.4,3,2,6.2,4386,WARNING,2024-03
2024-03-08,ER,40,34,85.3,4,4,0.2,902,OK,2024-03
2024-03-08,Med-Surg,80,63,78.3,10,9,4.2,1708,OK,2024-03
2024-03-08,Surgery,30,21,71.3,4,3,3.8,2841,OK,2024-03
2024-03-08,Peds,25,15,59.2,3,2,3.1,1877,OK,2024-03
2024-03-09,ICU,20,16,80.3,2,2,5.9,4081,OK,2024-03
2024-03-09,ER,40,32,79.9,4,4,0.4,1129,OK,2024-03
2024-03-09,Med-Surg,80,56,69.9,8,7,3.8,1681,OK,2024-03
2024-03-09,Surgery,30,18,60.9,3,3,4.1,2424,OK,2024-03
2024-03-09,Peds,25,13,53.3,3,3,2.8,1974,OK,2024-03
2024-03-10,ICU,20,16,78.9,2,2,6.0,4037,OK,2024-03
2024-03-10,ER,40,30,74.8,4,3,1.0,693,OK,2024-03
2024-03-10,Med-Surg,80,56,70.1,7,8,3.9,1790,OK,2024-03
2024-03-10,Surgery,30,20,66.2,3,3,3.4,2619,OK,2024-03
2024-03-10,Peds,25,14,55.8,3,3,3.2,2384,OK,2024-03
2024-03-11,ICU,20,17,86.6,3,3,5.5,4023,OK,2024-03
2024-03-11,ER,40,34,84.8,4,4,0.6,973,OK,2024-03
2024-03-11,Med-Surg,80,66,82.6,8,8,4.8,1929,OK,2024-03
2024-03-11,Surgery,30,22,72.2,4,3,4.1,2433,OK,2024-03
2024-03-11,Peds,25,15,61.5,2,2,2.6,2025,OK,2024-03
2024-03-12,ICU,20,18,89.4,2,2,6.5,4183,OK,2024-03
2024-03-12,ER,40,33,82.5,4,5,0.2,661,OK,2024-03
2024-03-12,Med-Surg,80,64,79.8,10,7,4.4,1640,OK,2024-03
2024-03-12,Surgery,30,22,72.0,4,3,3.3,2443,OK,2024-03
2024-03-12,Peds,25,16,64.0,2,3,2.8,2107,OK,2024-03
2024-03-13,ICU,20,18,89.0,2,2,5.7,4158,OK,2024-03
2024-03-13,ER,40,34,85.9,6,4,0.6,850,OK,2024-03
2024-03-13,Med-Surg,80,62,77.4,11,8,2.9,1932,OK,2024-03
2024-03-13,Surgery,30,21,69.6,3,4,3.6,2684,OK,2024-03
2024-03-13,Peds,25,16,63.2,3,3,2.5,2547,OK,2024-03
